Unique ID,Title,Authors-revised,Authors,Authors (Full Names)-revised,Authors (Full Names)
WOS:000443221502113,HUMAN ALCOHOL SEEKING DESPITE AVERSION - PRELIMINARY DATA WITH INTRAVENOUS ALCOHOL SELF-ADMINISTRATION,"Plawecki, MH|Cyders, M|Vitvitskiy, V|Haines, JD|Hays, J|Velamakanni, S|Kosobud, A|Wetherill, L|Kareken, D|O'Connor, SJ","Plawecki, MH|Cyders, M|Vitvitskiy, V|Haines, JD|Hays, J|Velamakanni, S|Kosobud, A|Wetherill, L|Kareken, D|O'Connor, SJ","Plawecki, M. H.|Cyders, M.|Vitvitskiy, V.|Haines, J. D.|Hays, J.|Velamakanni, S.|Kosobud, A.|Wetherill, L.|Kareken, D.|O'Connor, S. J.","Plawecki, M. H.|Cyders, M.|Vitvitskiy, V.|Haines, J. D.|Hays, J.|Velamakanni, S.|Kosobud, A.|Wetherill, L.|Kareken, D.|O'Connor, S. J."
WOS:000443221502142,DRINKING TO DEFY THE NORMS: POSITIVE URGENCY INTERACTS WITH PERSONALIZED NORMATIVE FEEDBACK TO INCREASE 21ST BIRTHDAY DRINKING,"Whitt, ZT|Bernstein, M|Spillane, N|Schick, M|Stein, L|Neighbors, C|Cyders, MA","Whitt, ZT|Bernstein, M|Spillane, N|Schick, M|Stein, L|Neighbors, C|Cyders, MA","Whitt, Z. T.|Bernstein, M.|Spillane, N.|Schick, M.|Stein, L.|Neighbors, C.|Cyders, M. A.","Whitt, Z. T.|Bernstein, M.|Spillane, N.|Schick, M.|Stein, L.|Neighbors, C.|Cyders, M. A."
WOS:000443221502261,GABRA2 EXPRESSION IN SELECTIVELY BRED MOUSE LINES FOR HIGH AND LOW ALCOHOL DRINKING,"Hernandez, M|Schafer, DJ|Zhang, Y|Boehm, SL","Hernandez, M|Schafer, DJ|Zhang, Y|Boehm, SL","Hernandez, M.|Schafer, D. J.|Zhang, Y.|Boehm, S. L., II","Hernandez, M.|Schafer, D. J.|Zhang, Y.|Boehm, S. L., II"
WOS:000443221502402,FAMILY RACIAL/ETHNIC SOCIALIZATION EFFECTS ON ADOLESCENT ALCOHOL USE,"Clifton, RL|Zapolski, TCB","Clifton, RL|Zapolski, TCB","Clifton, R. L.|Zapolski, T. C. B.","Clifton, R. L.|Zapolski, T. C. B."
WOS:000443221503018,DOES RACIAL IDENTITY BUFFER THE EFFECT OF DISCRIMINATION ON HEAVY ALCOHOL USE IN AFRICAN AMERICANS? VARIATIONS IN PROTECTION BY IDENTITY TYPE,"Banks, DE|Zapolski, TCB","Banks, DE|Zapolski, TCB","Banks, D. E.|Zapolski, T. C. B.","Banks, D. E.|Zapolski, T. C. B."
WOS:000436051400006,"Predicting pharmacy syringe sales to people who inject drugs: Policy, practice and perceptions","Meyerson, BE|Davis, A|Agley, JD|Shannon, DJ|Lawrence, CA|Ryder, PT|Ritchieg, K|Gassman, R","Meyerson, BE|Davis, A|Agley, JD|Shannon, DJ|Lawrence, CA|Ryder, PT|Ritchieg, K|Gassman, R","Meyerson, Beth E.|Davis, Alissa|Agley, Jon D.|Shannon, David J.|Lawrence, Carrie A.|Ryder, Priscilla T.|Ritchieg, Karleen|Gassman, Ruth","Meyerson, Beth E.|Davis, Alissa|Agley, Jon D.|Shannon, David J.|Lawrence, Carrie A.|Ryder, Priscilla T.|Ritchieg, Karleen|Gassman, Ruth"
WOS:000434327900013,African cervical cancer prevention and control plans: A scoping review,"Dutta, T|Meyerson, B|Agley, J","Dutta, T|Meyerson, B|Agley, J","Dutta, Tapati|Meyerson, Beth|Agley, Jon","Dutta, Tapati|Meyerson, Beth|Agley, Jon"
WOS:000434922800011,Chemical Assay for the Detection of Vertebrate Fecal Metabolites in Adult Blow Flies (Diptera: Calliphoridae),"Owings, CG|Skaggs, C|Sheriff, W|Manicke, N|Picard, CJ","Owings, CG|Skaggs, C|Sheriff, W|Manicke, N|Picard, CJ","Owings, Charity G.|Skaggs, Christine|Sheriff, Winyu|Manicke, Nicholas|Picard, Christine J.","Owings, Charity G.|Skaggs, Christine|Sheriff, Winyu|Manicke, Nicholas|Picard, Christine J."
WOS:000434420500008,Multisite Studies Demonstrate Positive Relationship Between Practice Environments and Smoking Cessation Counseling Evidence-Based Practices,"Newhouse, R|Byon, HD|Wolf, ES|Johantgen, M","Newhouse, R|Byon, HD|Wolf, ES|Johantgen, M","Newhouse, Robin|Byon, Ha Do|Wolf, Emily Storkman|Johantgen, Meg","Newhouse, Robin|Byon, Ha Do|Wolf, Emily Storkman|Johantgen, Meg"
WOS:000433116300001,Pain clinic definitions in the medical literature and US state laws: an integrative systematic review and comparison,"Andraka-Christou, B|Rager, JB|Brown-Podgorski, B|Silverman, RD|Watson, DP","Andraka-Christou, B|Rager, JB|Brown-Podgorski, B|Silverman, RD|Watson, DP","Andraka-Christou, Barbara|Rager, Joshua B.|Brown-Podgorski, Brittany|Silverman, Ross D.|Watson, Dennis P.","Andraka-Christou, Barbara|Rager, Joshua B.|Brown-Podgorski, Brittany|Silverman, Ross D.|Watson, Dennis P."
WOS:000432969100031,Replay of Episodic Memories in the Rat,"Panoz-Brown, D|Iyer, V|Carey, LM|Sluka, CM|Rajic, G|Kestenman, J|Gentry, M|Brotheridge, S|Somekh, I|Corbin, HE|Tucker, KG|Almeida, B|Hex, SB|Garcia, KD|Hohmann, AG|Crystal, JD","Panoz-Brown, D|Iyer, V|Carey, LM|Sluka, CM|Rajic, G|Kestenman, J|Gentry, M|Brotheridge, S|Somekh, I|Corbin, HE|Tucker, KG|Almeida, B|Hex, SB|Garcia, KD|Hohmann, AG|Crystal, JD","Panoz-Brown, Danielle|Iyer, Vishakh|Carey, Lawrence M.|Sluka, Christina M.|Rajic, Gabriela|Kestenman, Jesse|Gentry, Meredith|Brotheridge, Sydney|Somekh, Isaac|Corbin, Hannah E.|Tucker, Kjersten G.|Almeida, Bianca|Hex, Severine B.|Garcia, Krysten D.|Hohmann, Andrea G.|Crystal, Jonathon D.","Panoz-Brown, Danielle|Iyer, Vishakh|Carey, Lawrence M.|Sluka, Christina M.|Rajic, Gabriela|Kestenman, Jesse|Gentry, Meredith|Brotheridge, Sydney|Somekh, Isaac|Corbin, Hannah E.|Tucker, Kjersten G.|Almeida, Bianca|Hex, Severine B.|Garcia, Krysten D.|Hohmann, Andrea G.|Crystal, Jonathon D."
WOS:000432725900001,Perceptions and attitudes toward performing risk assessment for periodontal disease: a focus group exploration,"Thyvalikakath, T|Song, M|Schleyer, T","Thyvalikakath, T|Song, M|Schleyer, T","Thyvalikakath, Thankam|Song, Mei|Schleyer, Titus","Thyvalikakath, Thankam|Song, Mei|Schleyer, Titus"
WOS:000431638900010,Association of Mental Health Conditions and Treatments With Long-term Opioid Analgesic Receipt Among Adolescents,"Quinn, PD|Hur, K|Chang, Z|Scott, EL|Krebs, EE|Bair, MJ|Rickert, ME|Gibbons, RD|Kroenke, K|D'Onofrio, BM","Quinn, PD|Hur, K|Chang, Z|Scott, EL|Krebs, EE|Bair, MJ|Rickert, ME|Gibbons, RD|Kroenke, K|D'Onofrio, BM","Quinn, Patrick D.|Hur, Kwan|Chang, Zheng|Scott, Eric L.|Krebs, Erin E.|Bair, Matthew J.|Rickert, Martin E.|Gibbons, Robert D.|Kroenke, Kurt|D'Onofrio, Brian M.","Quinn, Patrick D.|Hur, Kwan|Chang, Zheng|Scott, Eric L.|Krebs, Erin E.|Bair, Matthew J.|Rickert, Martin E.|Gibbons, Robert D.|Kroenke, Kurt|D'Onofrio, Brian M."
WOS:000451220000005,Disruption of nNOS-NOS1AP protein-protein interactions suppresses neuropathic pain in mice,"Lee, WH|Li, LL|Chawla, A|Hudmon, A|Lai, YY|Courtney, MJ|Hohmann, AG","Lee, WH|Li, LL|Chawla, A|Hudmon, A|Lai, YY|Courtney, MJ|Hohmann, AG","Lee, Wan-Hung|Li, Li-Li|Chawla, Aarti|Hudmon, Andy|Lai, Yvonne Y.|Courtney, Michael J.|Hohmann, Andrea G.","Lee, Wan-Hung|Li, Li-Li|Chawla, Aarti|Hudmon, Andy|Lai, Yvonne Y.|Courtney, Michael J.|Hohmann, Andrea G."
WOS:000441342500004,AN ASSESSMENT OF THE ACADEMIC IMPACT OF SHOCK SOCIETY MEMBERS,"Milgrom, DP|Koniaris, LG|Valsangkar, NP|Lad, N|Bell, TM|Wojcik, B|Zimmers, TA","Milgrom, DP|Koniaris, LG|Valsangkar, NP|Lad, N|Bell, TM|Wojcik, B|Zimmers, TA","Milgrom, Daniel P.|Koniaris, Leonidas G.|Valsangkar, Nakul P.|Lad, Neha|Bell, Teresa M.|Wojcik, Brandon|Zimmers, Teresa A.","Milgrom, Daniel P.|Koniaris, Leonidas G.|Valsangkar, Nakul P.|Lad, Neha|Bell, Teresa M.|Wojcik, Brandon|Zimmers, Teresa A."
WOS:000438163800002,Defining Scholarship for Academic Nursing,"Newhouse, R|Pereira, K|Berry, D|Burson, R|Dorough, C|Johnson, B|McSweeney, J|Swanson, K|Thompson, P|Vitello, J|McGuinn, K|Garcia, R","Newhouse, R|Pereira, K|Berry, D|Burson, R|Dorough, C|Johnson, B|McSweeney, J|Swanson, K|Thompson, P|Vitello, J|McGuinn, K|Garcia, R","Newhouse, Robin|Pereira, Katherine|Berry, Donna|Burson, Rosanne|Dorough, Carol|Johnson, Barbara|McSweeney, Jean|Swanson, Kristen|Thompson, Patricia|Vitello, Joan|McGuinn, Kathy|Garcia, Rick","Newhouse, Robin|Pereira, Katherine|Berry, Donna|Burson, Rosanne|Dorough, Carol|Johnson, Barbara|McSweeney, Jean|Swanson, Kristen|Thompson, Patricia|Vitello, Joan|McGuinn, Kathy|Garcia, Rick"
WOS:000436522200027,Predicting running away in girls who are victims of commercial sexual exploitation,"Hershberger, AR|Sanders, J|Chick, C|Jessup, M|Hanlin, H|Cyders, MA","Hershberger, AR|Sanders, J|Chick, C|Jessup, M|Hanlin, H|Cyders, MA","Hershberger, Alexandra R.|Sanders, Jasmyn|Chick, Crisanna|Jessup, Megan|Hanlin, Hugh|Cyders, Melissa A.","Hershberger, Alexandra R.|Sanders, Jasmyn|Chick, Crisanna|Jessup, Megan|Hanlin, Hugh|Cyders, Melissa A."
WOS:000434110300029,Current State of Women in Academic Surgical Subspecialties: How a New Metric in Measuring Academic Productivity May Change the Equation,"Fecher, AM|Valsangkar, N|Bell, TM|Lisy, ME|Rozycki, GS|Koniaris, LG","Fecher, AM|Valsangkar, N|Bell, TM|Lisy, ME|Rozycki, GS|Koniaris, LG","Fecher, Alison M.|Valsangkar, Nakul|Bell, Teresa M.|Lisy, Megan E.|Rozycki, Grace S.|Koniaris, Leonidas G.","Fecher, Alison M.|Valsangkar, Nakul|Bell, Teresa M.|Lisy, Megan E.|Rozycki, Grace S.|Koniaris, Leonidas G."
WOS:000434113200006,Clinical decision support alert malfunctions: analysis and empirically derived taxonomy,"Wright, A|Ai, A|Ash, J|Wiesen, JF|Hickman, TTT|Aaron, S|McEvoy, D|Borkowsky, S|Dissanayake, PI|Embi, P|Galanter, W|Harper, J|Kassakian, SZ|Ramoni, R|Schreiber, R|Sirajuddin, A|Bates, DW|Sittig, DF","Wright, A|Ai, A|Ash, J|Wiesen, JF|Hickman, TTT|Aaron, S|McEvoy, D|Borkowsky, S|Dissanayake, PI|Embi, P|Galanter, W|Harper, J|Kassakian, SZ|Ramoni, R|Schreiber, R|Sirajuddin, A|Bates, DW|Sittig, DF","Wright, Adam|Ai, Angela|Ash, Joan|Wiesen, Jane F.|Hickman, Thu-Trang T.|Aaron, Skye|McEvoy, Dustin|Borkowsky, Shane|Dissanayake, Pavithra I.|Embi, Peter|Galanter, William|Harper, Jeremy|Kassakian, Steve Z.|Ramoni, Rachel|Schreiber, Richard|Sirajuddin, Anwar|Bates, David W.|Sittig, Dean F.","Wright, Adam|Ai, Angela|Ash, Joan|Wiesen, Jane F.|Hickman, Thu-Trang T.|Aaron, Skye|McEvoy, Dustin|Borkowsky, Shane|Dissanayake, Pavithra I.|Embi, Peter|Galanter, William|Harper, Jeremy|Kassakian, Steve Z.|Ramoni, Rachel|Schreiber, Richard|Sirajuddin, Anwar|Bates, David W.|Sittig, Dean F."
WOS:000432461800032,Adverse Pregnancy Outcomes in Asthmatic Women: A Population-Based Family Design Study,"Rejno, G|Lundholm, C|Larsson, K|Larsson, H|Lichtenstein, P|D'Onofrio, BM|Saltvedt, S|Almqvist, C","Rejno, G|Lundholm, C|Larsson, K|Larsson, H|Lichtenstein, P|D'Onofrio, BM|Saltvedt, S|Almqvist, C","Rejno, Gustaf|Lundholm, Cecilia|Larsson, Kjell|Larsson, Henrik|Lichtenstein, Paul|D'Onofrio, Brian M.|Saltvedt, Sissel|Almqvist, Catarina","Rejno, Gustaf|Lundholm, Cecilia|Larsson, Kjell|Larsson, Henrik|Lichtenstein, Paul|D'Onofrio, Brian M.|Saltvedt, Sissel|Almqvist, Catarina"
WOS:000431614600011,Perinatal risk factors in Tourette's and chronic tic disorders: a total population sibling comparison study,"Brander, G|Rydell, M|Kuja-Halkola, R|Fernandez de la Cruz, L|Lichtenstein, P|Serlachius, E|Ruck, C|Almqvist, C|D'Onofrio, BM|Larsson, H|Mataix-Cols, D","Brander, G|Rydell, M|Kuja-Halkola, R|Fernandez de la Cruz, L|Lichtenstein, P|Serlachius, E|Ruck, C|Almqvist, C|D'Onofrio, BM|Larsson, H|Mataix-Cols, D","Brander, G.|Rydell, M.|Kuja-Halkola, R.|Fernandez de la Cruz, L.|Lichtenstein, P.|Serlachius, E.|Ruck, C.|Almqvist, C.|D'Onofrio, B. M.|Larsson, H.|Mataix-Cols, D.","Brander, G.|Rydell, M.|Kuja-Halkola, R.|Fernandez de la Cruz, L.|Lichtenstein, P.|Serlachius, E.|Ruck, C.|Almqvist, C.|D'Onofrio, B. M.|Larsson, H.|Mataix-Cols, D."
WOS:000431414200005,Short-Term Genetic Selection for Adolescent Locomotor Sensitivity to Delta9-Tetrahydrocannabinol (THC),"Kasten, CR|Zhang, YP|Mackie, K|Boehm, SL","Kasten, CR|Zhang, YP|Mackie, K|Boehm, SL","Kasten, Chelsea R.|Zhang, Yanping|Mackie, Ken|Boehm, Stephen L., II","Kasten, Chelsea R.|Zhang, Yanping|Mackie, Ken|Boehm, Stephen L., II"
WOS:000430421900032,Personal history of keratinocyte carcinoma is associated with reduced risk of death from invasive melanoma in men,"Song, FJ|Chen, ST|Li, X|Han, JL","Song, FJ|Chen, ST|Li, X|Han, JL","Song, Fengju|Chen, Steven T.|Li, Xin|Han, Jiali","Song, Fengju|Chen, Steven T.|Li, Xin|Han, Jiali"
WOS:000425184800004,Personal history of non-melanoma skin cancer diagnosis and death from melanoma in women,"Chen, ST|Li, X|Han, JL","Chen, ST|Li, X|Han, JL","Chen, Steven T.|Li, Xin|Han, Jiali","Chen, Steven T.|Li, Xin|Han, Jiali"
WOS:000429547700001,Lay responder naloxone access and Good Samaritan law compliance: postcard survey results from 20 Indiana counties,"Watson, DP|Ray, B|Robison, L|Huynh, P|Sightes, E|Walker, L|Brucker, K|Duwve, J","Watson, DP|Ray, B|Robison, L|Huynh, P|Sightes, E|Walker, L|Brucker, K|Duwve, J","Watson, Dennis P.|Ray, Bradley|Robison, Lisa|Huynh, Philip|Sightes, Emily|Walker, La Shea|Brucker, Krista|Duwve, Joan","Watson, Dennis P.|Ray, Bradley|Robison, Lisa|Huynh, Philip|Sightes, Emily|Walker, La Shea|Brucker, Krista|Duwve, Joan"
WOS:000463066000003,Impulsivity and Comorbid PTSD and Binge Drinking,"Walker, J|Bountress, KE|Calhoun, CD|Metzger, IW|Adams, Z|Amstadter, A|Thomas, S|Danielson, CK","Walker, J|Bountress, KE|Calhoun, CD|Metzger, IW|Adams, Z|Amstadter, A|Thomas, S|Danielson, CK","Walker, Jesse|Bountress, Kaitlin E.|Calhoun, Casey D.|Metzger, Isha W.|Adams, Zachary|Amstadter, Ananda|Thomas, Suzanne|Danielson, Carla Kmett","Walker, Jesse|Bountress, Kaitlin E.|Calhoun, Casey D.|Metzger, Isha W.|Adams, Zachary|Amstadter, Ananda|Thomas, Suzanne|Danielson, Carla Kmett"
WOS:000441497000001,Recommendations for applying a multidimensional model of impulsive personality to diagnosis and treatment,"Um, M|Hershberger, AR|Whitt, ZT|Cyders, MA","Um, M|Hershberger, AR|Whitt, ZT|Cyders, MA","Um, Miji|Hershberger, Alexandra R.|Whitt, Zachary T.|Cyders, Melissa A.","Um, Miji|Hershberger, Alexandra R.|Whitt, Zachary T.|Cyders, Melissa A."
WOS:000429946600010,"The Theory of Planned Behavior and E-cig Use: Impulsive Personality, E-cig Attitudes, and E-cig Use","Hershberger, A|Connors, M|Um, M|Cyders, MA","Hershberger, A|Connors, M|Um, M|Cyders, MA","Hershberger, Alexandra|Connors, Miranda|Um, Miji|Cyders, Melissa A.","Hershberger, Alexandra|Connors, Miranda|Um, Miji|Cyders, Melissa A."
WOS:000444625400007,Reduction of Injection-Related Risk Behaviors After Emergency Implementation of a Syringe Services Program During an HIV Outbreak,"Patel, MR|Foote, C|Duwve, J|Chapman, E|Combs, B|Fry, A|Hall, P|Roseberry, J|Brooks, JT|Broz, D","Patel, MR|Foote, C|Duwve, J|Chapman, E|Combs, B|Fry, A|Hall, P|Roseberry, J|Brooks, JT|Broz, D","Patel, Monita R.|Foote, Carrie|Duwve, Joan|Chapman, Erika|Combs, Brittany|Fry, Alexandra|Hall, Patti|Roseberry, Jeremy|Brooks, John T.|Broz, Dita","Patel, Monita R.|Foote, Carrie|Duwve, Joan|Chapman, Erika|Combs, Brittany|Fry, Alexandra|Hall, Patti|Roseberry, Jeremy|Brooks, John T.|Broz, Dita"
WOS:000442641404071,THE REGENSTRIEF EHR CLINICAL LEARNING PLATFORM - AN INNOVATIVE TOOL FOR HEALTH PROFESSIONS EDUCATION,"Takesue, B|Litzelman, D|Tierney, WM","Takesue, B|Litzelman, D|Tierney, WM","Takesue, Blaine|Litzelman, Debra|Tierney, William M.","Takesue, Blaine|Litzelman, Debra|Tierney, William M."
WOS:000436027400226,DIET COMPOSITION FACTORS AS CANDIDATE MECHANISMS UNDERLYING THE DEPRESSION-TO-FUTURE OBESITY ASSOCIATION: THE CORONARY ARTERY RISK DEVELOPMENT IN YOUNG ADULTS (CARDIA) STUDY,"Vrany, EA|Matthews, KA|Hirsh, AT|Cyders, MA|Clark, DO|Shikany, JM|Schreiner, PJ|Stewart, JC","Vrany, EA|Matthews, KA|Hirsh, AT|Cyders, MA|Clark, DO|Shikany, JM|Schreiner, PJ|Stewart, JC","Vrany, Elizabeth A.|Matthews, Karen A.|Hirsh, Adam T.|Cyders, Melissa A.|Clark, Daniel O.|Shikany, James M.|Schreiner, Pamela J.|Stewart, Jesse C.","Vrany, Elizabeth A.|Matthews, Karen A.|Hirsh, Adam T.|Cyders, Melissa A.|Clark, Daniel O.|Shikany, James M.|Schreiner, Pamela J.|Stewart, Jesse C."
WOS:000434755400025,Alcohol-Induced Inflammation Primes the Brain to Augment Meth-induced Dopaminergic Deficits,"Blaker, A|Yamamoto, B","Blaker, A|Yamamoto, B","Blaker, Amanda|Yamamoto, Bryan","Blaker, Amanda|Yamamoto, Bryan"
WOS:000431185200602,DOSE EFFECT OF SMARTPHONE BREATHING MEDITATION UPON BLOOD PRESSURE AMONG PRE-HYPERTENSIVE ADULTS,"Chandler, J|Adams, Z|Diaz, V|Sieverdes, J|Cain, M|Perlitz, B|Mendez, C|Brunner-Jackson, B|Patel, S|Treiber, F","Chandler, J|Adams, Z|Diaz, V|Sieverdes, J|Cain, M|Perlitz, B|Mendez, C|Brunner-Jackson, B|Patel, S|Treiber, F","Chandler, Jessica|Adams, Zack|Diaz, Vanessa|Sieverdes, John|Cain, Mercedes|Perlitz, Bradley|Mendez, Candie|Brunner-Jackson, Brenda|Patel, Sachin|Treiber, Frank","Chandler, Jessica|Adams, Zack|Diaz, Vanessa|Sieverdes, John|Cain, Mercedes|Perlitz, Bradley|Mendez, Candie|Brunner-Jackson, Brenda|Patel, Sachin|Treiber, Frank"
WOS:000431185200630,FACTORS INFLUENCING US PHYSICIANS' DECISION TO PROVIDE BEHAVIORAL COUNSELING,"Goldberg, D|Cho, BY|Lin, HC","Goldberg, D|Cho, BY|Lin, HC","Goldberg, Daniel|Cho, Beom-young|Lin, Hsien-Chang","Goldberg, Daniel|Cho, Beom-young|Lin, Hsien-Chang"
WOS:000431185202148,BEHAVIORAL DIABETES PREVENTION IN AFRICAN AMERICAN AND HISPANIC US WOMEN: REVIEW AND GENDER ANALYSIS,"Smith, SL|Lin, HC|Thiagarajah, K","Smith, SL|Lin, HC|Thiagarajah, K","Smith, Shakira L.|Lin, Hsien-Chang|Thiagarajah, Krisha","Smith, Shakira L.|Lin, Hsien-Chang|Thiagarajah, Krisha"
WOS:000430468400208,An Innovative Geriatrics Interprofessional Curriculum for Advanced Practice Nursing and Masters Level Social Work Students,"Westmoreland, GR|Frank, KI|Larimer, S|Mueller, M|Fulton, J|Pfeifle, A|Garrison, E|Hoffman, L|Ortwein, C|Litzelman, D","Westmoreland, GR|Frank, KI|Larimer, S|Mueller, M|Fulton, J|Pfeifle, A|Garrison, E|Hoffman, L|Ortwein, C|Litzelman, D","Westmoreland, G. R.|Frank, K. I.|Larimer, S.|Mueller, M.|Fulton, J.|Pfeifle, A.|Garrison, E.|Hoffman, L.|Ortwein, C.|Litzelman, D.","Westmoreland, G. R.|Frank, K. I.|Larimer, S.|Mueller, M.|Fulton, J.|Pfeifle, A.|Garrison, E.|Hoffman, L.|Ortwein, C.|Litzelman, D."
WOS:000429978200007,Psychometric Testing of the Smoking Cessation Counseling Scale Among Magnet (R) Hospital Nurses,"Liu, W|Johantgen, M|Newhouse, R","Liu, W|Johantgen, M|Newhouse, R","Liu, Wen|Johantgen, Meg|Newhouse, Robin","Liu, Wen|Johantgen, Meg|Newhouse, Robin"
WOS:000429149100025,Alcohol-Induced Inflammation Primes the Brain to Augment Meth-induced Dopaminergic Deficits,"Blaker, A|Yamamoto, B","Blaker, A|Yamamoto, B","Blaker, Amanda|Yamamoto, Bryan","Blaker, Amanda|Yamamoto, Bryan"
WOS:000428457900007,"Race/Ethnicity, and Behavioral Health Status: First Arrest and Outcomes in a Large Sample of Juvenile Offenders","Lau, KSL|Rosenman, MB|Wiehe, SE|Tu, WZ|Aalsma, MC","Lau, KSL|Rosenman, MB|Wiehe, SE|Tu, WZ|Aalsma, MC","Lau, Katherine S. L.|Rosenman, Marc B.|Wiehe, Sarah E.|Tu, Wanzhu|Aalsma, Matthew C.","Lau, Katherine S. L.|Rosenman, Marc B.|Wiehe, Sarah E.|Tu, Wanzhu|Aalsma, Matthew C."
WOS:000428130900001,BMI and Central Obesity With Falls Among Community-Dwelling Older Adults,"Cho, BY|Seo, DC|Lin, HC|Lohrmann, DK|Chomistek, AK","Cho, BY|Seo, DC|Lin, HC|Lohrmann, DK|Chomistek, AK","Cho, Beom-Young|Seo, Dong-Chul|Lin, Hsien-Chang|Lohrmann, David K.|Chomistek, Andrea K.","Cho, Beom-Young|Seo, Dong-Chul|Lin, Hsien-Chang|Lohrmann, David K.|Chomistek, Andrea K."
WOS:000427921000003,Communicating about Mental Illness and Violence: Balancing Stigma and Increased Support for Services,"McGinty, EE|Goldman, HH|Pescosolido, BA|Barry, CL","McGinty, EE|Goldman, HH|Pescosolido, BA|Barry, CL","McGinty, Emma E.|Goldman, Howard H.|Pescosolido, Bernice A.|Barry, Colleen L.","McGinty, Emma E.|Goldman, Howard H.|Pescosolido, Bernice A.|Barry, Colleen L."
WOS:000427712400012,"Perceived Police Injustice, Moral Disengagement, and Aggression Among Juvenile Offenders: Utilizing the General Strain Theory Model","Zapolski, TCB|Banks, DE|Lau, KSL|Aalsma, MC","Zapolski, TCB|Banks, DE|Lau, KSL|Aalsma, MC","Zapolski, Tamika C. B.|Banks, Devin E.|Lau, Katherine S. L.|Aalsma, Matthew C.","Zapolski, Tamika C. B.|Banks, Devin E.|Lau, Katherine S. L.|Aalsma, Matthew C."
WOS:000426934800016,Adolescent Burmese Refugees Perspectives on Determinants of Health,"Dixit, A|Miner, EM|Wiehe, SE|McHenry, MS","Dixit, A|Miner, EM|Wiehe, SE|McHenry, MS","Dixit, Avika|Miner, Emily M.|Wiehe, Sarah E.|McHenry, Megan S.","Dixit, Avika|Miner, Emily M.|Wiehe, Sarah E.|McHenry, Megan S."
WOS:000426934800019,"""Does this Look Infected to You?"" Social Network Predictors of Dental Help-Seeking Among Mexican Immigrants","Pullen, E|Perry, BL|Maupome, G","Pullen, E|Perry, BL|Maupome, G","Pullen, Erin|Perry, Brea L.|Maupome, Gerardo","Pullen, Erin|Perry, Brea L.|Maupome, Gerardo"
WOS:000425574000023,"Effects of alcohol and cigarette use on the initiation, reinitiation, and persistence of cannabis use from adolescence to emerging adulthood","Pampati, S|Buu, A|Hu, YH|de Leon, CFM|Lin, HC","Pampati, S|Buu, A|Hu, YH|de Leon, CFM|Lin, HC","Pampati, Sanjana|Buu, Anne|Hu, Yi-Han|de Leon, Carlos F. Mendes|Lin, Hsien-Chang","Pampati, Sanjana|Buu, Anne|Hu, Yi-Han|de Leon, Carlos F. Mendes|Lin, Hsien-Chang"
WOS:000429080000051,Silica-Conjugated Polymer Hybrid Fluorescent Nanoparticles: Preparation by Surface-Initiated Polymerization and Spectroscopic Studies,"Chatterjee, S|Karam, TE|Rosu, C|Wang, CH|Youm, SG|Li, X|Do, C|Losovyj, Y|Russo, PS|Haber, LH|Nesterov, EE","Chatterjee, S|Karam, TE|Rosu, C|Wang, CH|Youm, SG|Li, X|Do, C|Losovyj, Y|Russo, PS|Haber, LH|Nesterov, EE","Chatterjee, Sourav|Karam, Tony E.|Rosu, Cornelia|Wang, Chun-Han|Youm, Sang Gil|Li, Xin|Do, Changwoo|Losovyj, Yaroslav|Russo, Paul S.|Haber, Louis H.|Nesterov, Evgueni E.","Chatterjee, Sourav|Karam, Tony E.|Rosu, Cornelia|Wang, Chun-Han|Youm, Sang Gil|Li, Xin|Do, Changwoo|Losovyj, Yaroslav|Russo, Paul S.|Haber, Louis H.|Nesterov, Evgueni E."
WOS:000428652000070,Pilot cluster randomized trial of hospitals: toolkit improves screening for risky drug and alcohol use,"Newhouse, R|Johantgen, M","Newhouse, R|Johantgen, M","Newhouse, Robin|Johantgen, Meg","Newhouse, Robin|Johantgen, Meg"
WOS:000428652000136,Regulations to expand naloxone access and use: citizens' understanding as a barrier to adoption,"Watson, D|Ray, B|Robison, L|Huynh, P|Duwve, J","Watson, D|Ray, B|Robison, L|Huynh, P|Duwve, J","Watson, Dennis|Ray, Brad|Robison, Lisa|Huynh, Philip|Duwve, Joan","Watson, Dennis|Ray, Brad|Robison, Lisa|Huynh, Philip|Duwve, Joan"
WOS:000439102000002,Attention-deficit/hyperactivity disorder medication and seizures,"Wiggs, KK|Chang, Z|Quinn, PD|Hur, K|Gibbons, R|Dunn, D|Brikell, I|Larsson, H|D'Onofrio, BM","Wiggs, KK|Chang, Z|Quinn, PD|Hur, K|Gibbons, R|Dunn, D|Brikell, I|Larsson, H|D'Onofrio, BM","Wiggs, Kelsey K.|Chang, Zheng|Quinn, Patrick D.|Hur, Kwan|Gibbons, Robert|Dunn, David|Brikell, Isabell|Larsson, Henrik|D'Onofrio, Brian M.","Wiggs, Kelsey K.|Chang, Zheng|Quinn, Patrick D.|Hur, Kwan|Gibbons, Robert|Dunn, David|Brikell, Isabell|Larsson, Henrik|D'Onofrio, Brian M."
WOS:000435537700359,Detection of designer drugs from plasma via paper spray mass spectrometry,"Ren, G|Manicke, N","Ren, G|Manicke, N","Ren, Greta|Manicke, Nicholas","Ren, Greta|Manicke, Nicholas"
